2	0	1	1	0	0	6.740386E+00	3.41390E+05
2	1	0	1	0	0	6.648034E+00	3.76000E+13
2	1	0	2	0	0	1.200668E+03	6.25000E+07
2	1	0	2	0	1	4.852131E+02	3.85395E+06
2	1	1	1	0	0	6.686585E+00	1.53130E+11
2	1	1	2	0	1	8.377197E+02	5.54488E+08
3	0	0	2	1	0	3.941468E+01	2.13000E+11
3	0	0	2	1	1	3.811194E+01	2.27061E+09
3	0	1	2	0	1	3.688963E+01	1.78496E+02
3	0	1	2	1	1	3.858892E+01	2.30011E+11
3	1	0	1	0	0	5.680714E+00	1.04000E+13
3	1	0	2	0	0	3.781192E+01	6.27000E+11
3	1	0	2	1	0	3.904142E+01	1.15131E+08
3	1	0	3	0	0	4.122691E+03	9.26000E+06
3	1	0	3	2	0	2.619859E+04	4.49000E+04
3	1	1	1	0	0	5.688384E+00	4.88458E+10
3	1	1	2	0	0	3.815435E+01	3.22115E+09
3	1	1	2	0	1	3.644658E+01	6.51000E+11
3	1	1	2	1	1	3.810439E+01	1.20999E+08
3	1	1	3	0	1	3.034676E+03	2.48000E+07
3	2	0	2	1	0	3.909969E+01	1.84000E+12
3	2	1	2	1	1	3.783450E+01	1.87022E+12
3	2	1	3	1	1	5.341741E+03	2.16000E+06
4	0	0	2	1	0	2.898137E+01	8.67000E+10
4	0	0	2	1	1	2.827083E+01	9.27808E+08
4	0	0	3	1	0	1.124720E+02	6.01000E+10
4	0	0	3	1	1	1.095476E+02	2.39418E+08
4	0	1	2	1	1	2.837626E+01	9.18778E+10
4	0	1	3	1	1	1.111478E+02	7.10000E+09
4	1	0	1	0	0	5.404606E+00	4.29000E+12
4	1	0	2	0	0	2.821684E+01	2.74000E+11
4	1	0	2	1	0	2.889592E+01	4.96064E+07
4	1	0	3	0	0	1.082755E+02	8.40000E+10
4	1	0	3	2	0	1.107259E+02	9.52000E+09
4	1	0	4	0	0	9.800078E+03	2.31000E+06
4	1	0	4	2	0	6.706908E+04	1.14000E+04
4	1	1	1	0	0	5.407449E+00	2.13490E+10
4	1	1	2	0	0	2.829451E+01	1.40787E+09
4	1	1	2	0	1	2.734435E+01	2.85000E+11
4	1	1	2	1	1	2.826703E+01	5.19213E+07
4	1	1	3	0	0	1.094282E+02	4.22126E+08
4	1	1	3	0	1	1.056777E+02	8.46000E+10
4	1	1	3	2	1	1.117817E+02	1.14000E+08
4	1	1	4	0	1	7.342923E+03	5.89000E+06
4	2	0	2	1	0	2.890838E+01	5.79000E+11
4	2	0	3	1	0	1.113805E+02	2.03000E+11
4	2	1	2	1	1	2.820513E+01	6.11400E+11
4	2	1	3	1	1	1.085677E+02	1.12000E+11
4	2	1	4	1	1	1.288180E+04	6.63000E+05
4	3	0	3	2	0	1.108836E+02	3.44100E+11
4	3	0	4	2	0	4.830918E+05	2.26954E+03
4	3	1	3	2	1	1.107364E+02	3.93369E+11
4	3	1	4	2	1	1.467232E+05	5.60466E+03
5	0	0	2	1	0	2.582507E+01	4.32000E+10
5	0	0	2	1	1	2.525935E+01	4.63416E+08
5	0	0	3	1	0	7.628789E+01	2.94000E+10
5	0	0	3	1	1	7.493109E+01	1.19583E+08
5	0	0	4	1	0	2.430075E+02	2.08000E+10
5	0	0	4	1	1	2.373952E+02	9.25744E+07
5	0	1	2	1	1	2.530175E+01	4.55355E+10
5	0	1	3	1	1	7.530537E+01	3.44000E+09
5	0	1	4	1	1	2.411932E+02	2.45000E+09
5	1	0	1	0	0	5.285574E+00	2.18000E+12
5	1	0	2	0	0	2.524827E+01	1.41000E+11
5	1	0	2	1	0	2.579060E+01	2.53881E+07
5	1	0	3	0	0	7.461267E+01	4.55000E+10
5	1	0	3	2	0	7.576814E+01	4.11000E+09
5	1	0	4	0	0	2.342529E+02	2.00000E+10
5	1	0	4	2	0	2.391338E+02	5.17000E+09
5	1	0	5	0	0	1.932367E+04	7.44000E+05
5	1	0	5	2	0	1.375516E+05	3.61000E+03
5	1	1	1	0	0	5.286948E+00	1.12349E+10
5	1	1	2	0	0	2.527966E+01	7.40888E+08
5	1	1	2	0	1	2.451847E+01	1.46000E+11
5	1	1	2	1	1	2.525772E+01	2.65260E+07
5	1	1	3	0	0	7.488748E+01	2.22143E+08
5	1	1	3	0	1	7.311177E+01	4.64000E+10
5	1	1	3	2	1	7.598231E+01	4.88000E+07
5	1	1	4	0	0	2.369832E+02	1.08340E+08
5	1	1	4	0	1	2.298249E+02	2.00000E+10
5	1	1	4	2	1	2.417022E+02	9.10000E+08
5	1	1	5	0	1	1.451426E+04	1.91000E+06
5	2	0	2	1	0	2.579544E+01	2.63000E+11
5	2	0	3	1	0	7.602990E+01	9.69000E+10
5	2	0	4	1	0	2.404089E+02	4.31000E+10
5	2	0	4	3	0	2.396691E+02	1.20700E+09
5	2	1	2	1	1	2.523266E+01	2.81022E+11
5	2	1	3	1	1	7.469665E+01	5.47000E+10
5	2	1	4	1	1	2.350580E+02	2.34000E+10
5	2	1	4	3	1	2.398182E+02	1.44010E+09
5	2	1	5	1	1	2.543393E+04	2.35000E+05
5	3	0	3	2	0	7.580375E+01	1.14000E+11
5	3	0	4	2	0	2.394888E+02	6.27600E+10
5	3	0	5	2	0	9.345794E+05	4.42984E+03
5	3	1	3	2	1	7.573497E+01	1.29587E+11
5	3	1	4	2	1	2.392170E+02	7.37330E+10
5	3	1	5	2	1	2.728761E+05	8.06064E+03
5	4	0	4	3	0	2.356007E+02	1.21371E+11
5	4	0	5	3	0	1.408850E+04	1.21687E-03
5	4	1	4	3	1	2.395542E+02	1.21371E+11
5	4	1	5	3	1	1.075269E+06	1.21687E-03
6	0	0	2	1	0	2.438528E+01	2.47000E+10
6	0	0	2	1	1	2.388026E+01	2.62808E+08
6	0	0	3	1	0	6.495814E+01	1.65000E+10
6	0	0	3	1	1	6.397181E+01	6.78168E+07
6	0	0	4	1	0	1.562161E+02	1.15000E+10
6	0	0	4	1	1	1.538775E+02	5.24998E+07
6	0	0	5	1	0	4.475194E+02	8.59000E+09
6	0	0	5	1	1	4.378816E+02	4.06423E+07
6	0	1	2	1	1	2.390190E+01	2.58900E+10
6	0	1	3	1	1	6.412733E+01	1.92000E+09
6	0	1	4	1	1	1.547804E+02	1.34000E+09
6	0	1	5	1	1	4.452732E+02	1.01000E+09
6	1	0	1	0	0	5.223057E+00	1.25000E+12
6	1	0	2	0	0	2.388274E+01	8.19000E+10
6	1	0	2	1	0	2.436744E+01	1.46743E+07
6	1	0	3	0	0	6.382798E+01	2.67000E+10
6	1	0	3	2	0	6.467167E+01	2.14000E+09
6	1	0	4	0	0	1.530585E+02	1.22000E+10
6	1	0	4	2	0	1.551273E+02	2.60000E+09
6	1	0	5	0	0	4.317211E+02	6.55000E+09
6	1	0	5	2	0	4.401738E+02	2.65000E+09
6	1	0	6	0	0	3.331113E+04	3.07000E+05
6	1	0	6	2	0	2.439024E+05	1.43000E+03
6	1	1	1	0	0	5.223827E+00	6.64911E+09
6	1	1	2	0	0	2.389885E+01	4.38478E+08
6	1	1	2	0	1	2.321743E+01	8.46000E+10
6	1	1	2	1	1	2.387924E+01	1.53066E+07
6	1	1	3	0	0	6.394320E+01	1.31470E+08
6	1	1	3	0	1	6.264408E+01	2.71000E+10
6	1	1	3	2	1	6.473971E+01	2.55000E+07
6	1	1	4	0	0	1.537227E+02	6.41188E+07
6	1	1	4	0	1	1.506784E+02	1.23000E+10
6	1	1	4	2	1	1.556945E+02	3.02000E+07
6	1	1	5	0	0	4.370477E+02	3.92803E+07
6	1	1	5	0	1	4.247349E+02	6.53000E+09
6	1	1	5	2	1	4.451974E+02	3.05000E+07
6	1	1	6	0	1	2.518892E+04	7.72000E+05
6	2	0	2	1	0	2.436987E+01	1.43000E+11
6	2	0	3	1	0	6.484895E+01	5.34000E+10
6	2	0	4	1	0	1.555861E+02	2.48000E+10
6	2	0	4	3	0	1.552759E+02	5.10100E+08
6	2	0	5	1	0	4.423878E+02	1.30000E+10
6	2	0	5	3	0	4.411778E+02	9.35100E+08
6	2	1	2	1	1	2.386635E+01	1.54500E+11
6	2	1	3	1	1	6.387205E+01	3.05000E+10
6	2	1	4	1	1	1.533016E+02	1.37000E+10
6	2	1	4	3	1	1.553122E+02	6.11957E+08
6	2	1	5	1	1	4.332497E+02	7.00000E+09
6	2	1	5	3	1	4.414708E+02	1.11494E+09
6	2	1	6	1	1	4.419824E+04	9.83000E+04
