  2   1   2    2   0    2   1537.24584677     275100000.0 
  3   0   2    2   1    2   422.024931539    4202000000.0 
  3   1   2    2   0    2   313.134367439    4510000000.0 
  3   1   2    3   0    2   5764.52119786      32450000.0 
  3   2   2    2   1    2   386.404186699   17450000000.0 
  3   2   2    3   1    2   22241.7573406        472400.0 
  4   0   2    2   1    2   298.265018693    1552000000.0 
  4   0   2    3   1    2   1234.99506011    1072000000.0 
  4   1   2    2   0    2    245.49107399    2211000000.0 
  4   1   2    3   0    2   949.283964198     495600000.0 
  4   1   2    3   2    2   1197.61892183     126800000.0 
  4   1   2    4   0    2   14238.7699808       7299000.0 
  4   2   2    2   1    2   290.537854023    5850000000.0 
  4   2   2    3   1    2   1112.48430038    1754000000.0 
  4   2   2    4   1    2   52802.5866265        149900.0 
  4   3   2    3   2    2   1170.31361892    3535000000.0 
  4   3   2    4   2    2   1840943.51515           2.192 
  5   0   2    2   1    2   263.690844651     743100000.0 
  5   0   2    3   1    2    800.43764345     485100000.0 
  5   0   2    4   1    2   2707.34226405     350200000.0 
  5   1   2    2   0    2   223.313202642    1179000000.0 
  5   1   2    3   0    2   685.883623626     305700000.0 
  5   1   2    3   2    2   806.752281882      53980000.0 
  5   1   2    4   0    2   2106.24532532     106300000.0 
  5   1   2    4   2    2   2593.29878512      66060000.0 
  5   1   2    5   0    2   28423.8003743       2317000.0 
  5   2   2    2   1    2   260.607950875    2722000000.0 
  5   2   2    3   1    2   772.691076889     886200000.0 
  5   2   2    4   1    2   2414.13148525     354700000.0 
  5   2   2    4   3    2   2533.27469497      13110000.0 
  5   2   2    5   1    2   103306.545743         54580.0 
  5   3   2    3   2    2   800.302673422    1167000000.0 
  5   3   2    4   2    2    2527.8145666     661800000.0 
  5   3   2    5   2    2   3231443.40426           1.453 
  5   4   2    4   3    2   2531.26920812    1090000000.0 
  6   0   2    2   1    2   248.372029131     412500000.0 
  6   0   2    3   1    2   674.211060184     263000000.0 
  6   0   2    4   1    2   1657.64784851     179200000.0 
  6   0   2    5   1    2    5032.2891034     138900000.0 
  6   1   2    2   0    2   212.909974584     692000000.0 
  6   1   2    3   0    2   596.381684995     187500000.0 
  6   1   2    3   2    2    685.70969344      28160000.0 
  6   1   2    4   0    2   1441.78697551      74630000.0 
  6   1   2    4   2    2   1654.49376615      32570000.0 
  6   1   2    5   0    2   3937.20907323      32580000.0 
  6   1   2    5   2    2   4781.82201722      32800000.0 
  6   1   2    6   0    2   49779.6919043        911300.0 
  6   2   2    2   1    2   246.797793175    1498000000.0 
  6   2   2    3   1    2   662.735809537     499800000.0 
  6   2   2    4   1    2   1589.96095181     215600000.0 
  6   2   2    4   3    2   1640.78439281       5581000.0 
  6   2   2    5   1    2   4456.35683442     104500000.0 
  6   2   2    5   3    2   4663.97985505      10140000.0 
  6   2   2    6   1    2     178784.9794         23070.0 
  6   3   2    3   2    2   683.001718621     551600000.0 
  6   3   2    4   2    2   1638.81622582     330100000.0 
  6   3   2    5   2    2   4653.16761813     185000000.0 
  6   3   2    5   4    2   4659.94916979       2913000.0 
  6   3   2    6   2    2   5298064.18604          0.8039 
  6   4   2    4   3    2   1640.26754986     351600000.0 
  6   4   2    5   3    2    4659.8061966     283200000.0 
  6   5   2    5   4    2    4659.8776821     421300000.0 
  7   0   2    2   1    2   240.078277886     252000000.0 
  7   0   2    3   1    2   616.406933933     159000000.0 
  7   0   2    4   1    2   1347.06569123     105500000.0 
  7   0   2    5   1    2   2960.27391564      77280000.0 
  7   0   2    6   1    2   8403.26663101      63470000.0 
  7   1   2    2   0    2   207.109722804     437900000.0 
  7   1   2    3   0    2   553.000614737     121000000.0 
  7   1   2    3   2    2   628.977958402      16650000.0 
  7   1   2    4   0    2   1211.94276944      50040000.0 
  7   1   2    4   2    2   1358.78386458      18590000.0 
  7   1   2    5   0    2   2593.86717371      24840000.0 
  7   1   2    5   2    2   2935.45199478      17870000.0 
  7   1   2    6   0    2   6595.16428799      12480000.0 
  7   1   2    6   2    2   7940.01028152      17160000.0 
  7   1   2    7   0    2   79767.7731092        415300.0 
  7   2   2    2   1    2    239.15648428     915500000.0 
  7   2   2    3   1    2   610.366655213     308800000.0 
  7   2   2    4   1    2    1318.5499911     136000000.0 
  7   2   2    4   3    2   1353.31329452       2920000.0 
  7   2   2    5   1    2   2825.96721474      70560000.0 
  7   2   2    5   3    2   2908.06085033       4962000.0 
  7   2   2    6   1    2   7404.34087363      38870000.0 
  7   2   2    6   3    2   7735.51641299       6544000.0 
  7   2   2    7   1    2   284238.003743         10980.0 
  7   3   2    3   2    2   627.540788528     310300000.0 
  7   3   2    4   2    2   1352.09444973     188400000.0 
