  2   1   1   3   1   2   0   0   1   1     234.1024097      16000000.0 
  2   1   1   1   1   2   0   0   1   1   132.905569897   19500000000.0 
  2   1   1   1   1   2   1   1   3   1   307.455393232         41047.0 
  3   0   0   3   1   2   1   1   3   1   11.8108005402        3.84e+12 
  3   0   0   1   1   2   1   1   1   1   12.1461597935       2.179e+12 
  3   1   1   3   1   2   0   0   1   1   11.0176162495 1.63333333333e+12 
  3   1   1   1   1   2   0   0   1   1   10.9804439089         7.9e+12 
  3   1   1   3   1   3   0   0   3   1   640.797711439     745900000.0 
  3   2   2   3   1   2   1   1   3   1   11.3875071542      2.2382e+13 
  3   2   2   1   1   2   1   1   1   1   11.7365528344         1.8e+13 
  3   2   2   1   1   3   1   1   1   1    603.48810596     510000000.0 
  4   0   0   1   1   2   1   1   1   1    8.9057454055         9.3e+11 
  4   0   0   3   1   2   1   1   3   1   8.70326039952       1.053e+12 
  4   0   0   3   1   3   1   1   3   1   35.0467016611       6.954e+11 
  4   0   0   1   1   3   1   1   1   1   35.0845985775       6.502e+11 
  4   1   1   3   1   2   0   0   1   1   8.31675677649 4.33333333333e+11 
  4   1   1   1   1   2   0   0   1   1   8.30311653759         4.8e+12 
  4   1   1   3   1   3   0   0   3   1   32.5566008813       8.162e+11 
  4   1   1   1   1   3   0   0   1   1   33.2876740294       8.334e+11 
  4   1   1   1   1   3   2   2   1   1   36.0897837624         1.3e+11 
  4   1   1   3   1   3   2   2   3   1   35.3657427962       1.189e+11 
  4   2   2   3   1   2   1   1   3   1   8.58335762427 7.72666666667e+12 
  4   2   2   1   1   2   1   1   1   1   8.81358151141         6.2e+12 
  4   2   2   1   1   3   1   1   1   1   33.4287248716           2e+12 
  4   2   2   3   1   3   1   1   3   1   33.8774174268       1.995e+12 
  4   3   3   3   1   3   2   2   3   1   34.6437845526        3.97e+12 
  4   3   3   1   1   3   2   2   1   1    35.432482382       3.845e+12 
  5   0   0   3   1   2   1   1   3   1   7.77702920166       5.194e+11 
  5   0   0   1   1   2   1   1   1   1   7.97120454494       4.043e+11 
  5   0   0   3   1   3   1   1   3   1   23.6867527884       3.284e+11 
  5   0   0   1   1   3   1   1   1   1   23.7794043643       3.147e+11 
  5   0   0   3   1   4   1   1   3   1   76.5549760678       2.367e+11 
  5   0   0   1   1   4   1   1   1   1    76.453441559       2.257e+11 
  5   1   1   1   1   2   0   0   1   1   7.47246445264         2.5e+12 
  5   1   1   3   1   3   0   0   3   1   22.6811593943       4.482e+11 
  5   1   1   1   1   3   0   0   1   1   23.0603647625       4.561e+11 
  5   1   1   3   1   3   2   2   3   1   24.0097938864   48880000000.0 
  5   1   1   1   1   3   2   2   1   1   24.3863542635   56430000000.0 
  5   1   1   3   1   4   0   0   3   1   71.4513007799       1.887e+11 
  5   1   1   1   1   4   0   0   1   1   72.4947317515       1.945e+11 
  5   1   1   3   1   4   2   2   3   1   76.8597365727   63550000000.0 
  5   1   1   1   1   4   2   2   1   1   77.8634388138   67580000000.0 
  5   2   2   3   1   2   1   1   3   1   7.71083538623 2.59333333333e+12 
  5   2   2   1   1   2   1   1   1   1   7.88269420909         2.8e+12 
  5   2   2   3   1   3   1   1   3   1   23.4124484799       9.824e+11 
  5   2   2   1   1   3   1   1   1   1   23.5124843355       9.719e+11 
  5   2   2   3   1   4   1   1   3   1   73.7618812651       4.071e+11 
  5   2   2   1   1   4   1   1   1   1   73.7612438919       3.976e+11 
  5   2   2   3   1   4   3   3   3   1   77.1135948574   16120000000.0 
  5   2   2   1   1   4   3   3   1   1   76.8178664747   14930000000.0 
  5   3   3   3   1   3   2   2   3   1   23.8441442372       1.341e+12 
  5   3   3   1   1   3   2   2   1   1   24.2250036467       1.272e+12 
  5   3   3   3   1   4   2   2   3   1   75.1876236667       7.243e+11 
  5   3   3   1   1   4   2   2   1   1   76.2420468077       7.224e+11 
  5   4   4   3   1   4   3   3   3   1   76.3508083071       1.195e+12 
  5   4   4   1   1   4   3   3   1   1   76.6081905281        1.19e+12 
  6   0   0   3   1   2   1   1   3   1   7.35583132721       2.928e+11 
  6   0   0   1   1   2   1   1   1   1   7.53221257834       2.209e+11 
  6   0   0   3   1   3   1   1   3   1   20.1692396183        1.79e+11 
  6   0   0   1   1   3   1   1   1   1   20.2573665836       1.754e+11 
  6   0   0   3   1   4   1   1   3   1   48.9589641102       1.268e+11 
  6   0   0   1   1   4   1   1   1   1   49.0402432959       1.232e+11 
  6   0   0   3   1   5   1   1   3   1   141.812810316   96630000000.0 
  6   0   0   1   1   5   1   1   1   1    141.48039293   92630000000.0 
  6   1   1   1   1   2   0   0   1   1   7.20058885983       1.802e+12 
  6   1   1   3   1   3   0   0   3   1   19.4860011973        2.62e+11 
  6   1   1   1   1   3   0   0   1   1   19.7730642103        2.69e+11 
  6   1   1   3   1   3   2   2   3   1   20.4586393748   24210000000.0 
  6   1   1   1   1   3   2   2   1   1   20.7400283226   30140000000.0 
  6   1   1   3   1   4   0   0   3   1   47.1142919971       1.174e+11 
  6   1   1   1   1   4   0   0   1   1   47.6110939622       1.209e+11 
  6   1   1   3   1   4   2   2   3   1   49.4067511884   30850000000.0 
  6   1   1   1   1   4   2   2   1   1    49.869341113   33690000000.0 
  6   1   1   3   1   5   0   0   3   1   132.614615163   60860000000.0 
  6   1   1   1   1   5   0   0   1   1   134.176945263   62830000000.0 
  6   1   1   3   1   5   2   2   3   1   141.924149466   31950000000.0 
  6   1   1   1   1   5   2   2   1   1    143.36000884   33470000000.0 
  6   2   2   3   1   2   1   1   3   1   7.34053997294       1.656e+12 
  6   2   2   1   1   2   1   1   1   1   7.51674012866       1.616e+12 
  6   2   2   3   1   3   1   1   3   1   20.0546905213       5.468e+11 
  6   2   2   1   1   3   1   1   1   1   20.1458407804        5.47e+11 
  6   2   2   3   1   4   1   1   3   1    48.289433388       2.414e+11 
  6   2   2   1   1   4   1   1   1   1   48.3917125316       2.394e+11 
  6   2   2   3   1   4   3   3   3   1   49.7037452731    6690000000.0 
  6   2   2   1   1   4   3   3   1   1   49.6888355165    6415000000.0 
  6   2   2   3   1   5   1   1   3   1   136.337400226       1.209e+11 
  6   2   2   1   1   5   1   1   1   1   136.213863174       1.182e+11 
  6   2   2   3   1   5   3   3   3   1   141.936650889   12280000000.0 
  6   2   2   1   1   5   3   3   1   1   141.477281858   11540000000.0 
  6   3   3   3   1   3   2   2   3   1   20.3902218584       6.386e+11 
  6   3   3   1   1   3   2   2   1   1    20.672772471       6.035e+11 
  6   3   3   3   1   4   2   2   3   1   49.0096179647       3.674e+11 
  6   3   3   1   1   4   2   2   1   1   49.4822571854       3.624e+11 
  6   3   3   3   1   5   2   2   3   1   138.695744234       2.002e+11 
  6   3   3   1   1   5   2   2   1   1   140.207038809       2.014e+11 
  6   3   3   3   1   5   4   4   3   1   141.233556363    3298000000.0 
  6   3   3   1   1   5   4   4   1   1   140.910962799    3173000000.0 
  6   4   4   3   1   4   3   3   3   1    49.523045993       3.875e+11 
  6   4   4   1   1   4   3   3   1   1   49.6314618161       3.836e+11 
  6   4   4   3   1   5   3   3   3   1   140.472967083       3.097e+11 
  6   4   4   1   1   5   3   3   1   1   141.013147958       3.095e+11 
  6   5   5   3   1   5   4   4   3   1   140.918827997       4.606e+11 
  6   5   5   1   1   5   4   4   1   1   140.949377804       4.605e+11 
  7   0   0   3   1   2   1   1   3   1   7.12459984665       1.804e+11 
  7   0   0   1   1   2   1   1   1   1   7.29122299705       1.313e+11 
  7   0   0   3   1   3   1   1   3   1   18.5210406737       1.075e+11 
  7   0   0   1   1   3   1   1   1   1   18.6036661429        1.08e+11 
  7   0   0   3   1   4   1   1   3   1   40.2617594369   75310000000.0 
  7   0   0   1   1   4   1   1   1   1   40.3559331079   74460000000.0 
  7   0   0   3   1   5   1   1   3   1   87.2315334526   56420000000.0 
  7   0   0   1   1   5   1   1   1   1   87.2889400349   54930000000.0 
  7   0   0   3   1   6   1   1   3   1   236.166052737   45020000000.0 
  7   0   0   1   1   6   1   1   1   1   235.471261003   43290000000.0 
  7   1   1   1   1   2   0   0   1   1   6.98258834251       1.154e+12 
  7   1   1   3   1   3   0   0   3   1   17.9648179491       1.642e+11 
  7   1   1   1   1   3   0   0   1   1   18.2117221359       1.713e+11 
  7   1   1   3   1   3   2   2   3   1   18.7883158834   13360000000.0 
  7   1   1   1   1   3   2   2   1   1   19.0288511249   18430000000.0 
  7   1   1   3   1   4   0   0   3   1    39.107650498   74850000000.0 
  7   1   1   1   1   4   0   0   1   1   39.4643170672   77720000000.0 
