1E-4    8.89666  8.88933  0.00581 0.00554  0.25271   0.76231  7.86877 0.00143    0.00417 1.24597E-4 8.09933E-5 3.31179E-5
3E-4    7.19497  7.19026  0.0038  0.01438  0.29588   0.38027  6.49973 0.00107    0.0026  6.70002E-5 6.09116E-5 2.26232E-5
5E-4    6.55733  6.55342  0.00326 0.04323  0.41841   0.84036  5.25143 7.39682E-4 0.00241 5.74364E-5 5.1675E-5  2.09238E-5
7E-4    7.71174  7.70828  0.00287 0.07786  1.46872   2.18695  3.97475 6.98672E-4 0.00207 5.23003E-5 5.03378E-5 1.99293E-5
9E-4    9.95679  9.95371  0.00256 0.08939  2.90639   3.83963  3.11831 5.97324E-4 0.00187 4.81945E-5 4.99614E-5 1.912E-5
1E-3   11.1712  11.16798  0.00271 0.09854  3.62566   4.61703  2.82675 5.38492E-4 0.00208 4.64133E-5 4.92977E-5 1.98524E-5
0.0015 15.821   15.81809  0.00246 0.11826  6.43137   7.07768  2.19078 5.0899E-4  0.00186 4.57094E-5 5.06417E-5 2.10192E-5
0.003  17.86732 17.86446  0.00246 0.16085  8.73557   6.6153   2.35274 5.291E-4   0.00183 4.53099E-5 5.46755E-5 2.18016E-5
0.005  15.91429 15.911    0.00244 0.29331  8.32396   5.46653  1.82721 5.28301E-4 0.00181 4.00438E-5 6.15692E-5 2.35895E-5
0.007  16.70505 16.70068  0.00294 0.42858  9.37942   5.28518  1.60749 6.46152E-4 0.00215 6.22679E-5 8.78605E-5 3.29861E-5
0.01   18.99746 18.99267  0.00292 0.61965  9.05903   7.01631  2.29767 6.46346E-4 0.0021  6.56523E-5 1.05519E-4 4.0846E-5
0.015  22.19074 22.18276  0.00505 1.01503  8.61924   9.38203  3.16646 6.95779E-4 0.00396 2.5506E-4  1.33827E-4 6.41872E-4
0.025  24.51343 24.4867   0.02038 1.78471  8.21604  11.74944  2.7365  0.00172    0.01664 0.00164    3.91143E-4 0.00309
0.035  26.10563 25.9384   0.15635 2.37906  8.18205  11.80248  3.5748  0.03246    0.11516 0.0075     0.00123    0.00535
0.04   27.3552  26.73074  0.60942 2.61947  8.42233  11.56754  4.12141 0.13028    0.4566  0.01979    0.00275    0.00794
0.05   29.83299 28.32646  1.48668 2.98686  9.30927  11.18371  4.84662 0.18935    1.23874 0.05379    0.00481    0.00874
0.08   34.09648 31.10733  2.92641 3.7369  10.98491  11.18049  5.20503 0.41832    2.02299 0.46323    0.02187    0.02073
0.1    35.6398  31.99919  3.55261 3.95329 10.76499  11.84444  5.43648 0.5072     2.21532 0.78751    0.04258    0.02645
0.2    38.73432 33.49487  4.78926 4.82773 11.5703   11.61315  5.48369 0.6347     2.0571  1.75902    0.33843    0.12007
0.3    40.86921 34.93755  4.83368 5.01562 11.51471  11.86257  6.54466 0.61949    2.68132 1.12957    0.4033     0.37581
0.4    42.97019 36.32982  5.17178 5.6761  12.36431  10.95853  7.33088 0.60205    3.21133 0.86072    0.49768    0.48606
0.5    44.13549 36.7895   5.38317 5.72324 13.81027   9.78457  7.47142 0.77086    3.26115 0.87194    0.47922    0.41029
0.8    45.49888 36.65338  6.1951  6.38301 16.9525    6.3805   6.93737 1.25681    2.29585 1.59375    1.04868    0.68079
1      46.27649 35.92913  6.96308 7.25655 16.8435    4.65299  7.17609 2.20078    1.89966 1.90392    0.95871    0.735
1.5    47.17016 34.64327  7.25212 7.89964 16.61118   3.64478  6.48766 1.48064    2.92097 1.53681    1.31371    0.85314
2      48.98648 33.93007  8.90509 8.50701 15.33923   4.16111  5.92271 1.29029    3.36111 2.49931    1.75437    1.03255
3      49.03217 32.88634  9.59838 7.8322  13.8751    5.10337  6.07567 1.50506    3.56134 2.57482    1.95718    0.8759
4      52.12015 33.08228 11.0381  8.1311  12.89942   5.97288  6.07888 2.24031    3.86555 2.9634     1.96884    1.45567
5      53.08914 32.39769 11.6717  7.95892 12.80457   6.07665  5.55755 2.43908    4.3177  2.88371    2.03121    2.14666
