  2   1   1   1   1   2   0   0   1   1   167.422761816   13530000000.0 
  3   0   0   3   1   2   1   1   3   1   11.7916487299       2.646e+12 
  3   0   0   1   1   2   1   1   1   1    12.146101059        2.18e+12 
  3   1   1   1   1   2   0   0   1   1   11.1892314096        1.31e+13 
  3   1   1   3   1   3   0   0   3   1   640.818586317     745900000.0 
  3   2   2   3   1   2   1   1   3   1   11.4619054658       2.056e+13 
  3   2   2   1   1   2   1   1   1   1   11.8079259829       1.863e+13 
  4   0   0   3   1   2   1   1   3   1   8.70324095871       1.052e+12 
  4   0   0   1   1   2   1   1   1   1   8.93644629196       8.441e+11 
  4   0   0   3   1   3   1   1   3   1   35.0465991009       6.953e+11 
  4   0   0   1   1   3   1   1   1   1   35.0845619182       6.503e+11 
  4   1   1   1   1   2   0   0   1   1   8.44987005731        5.87e+12 
  4   1   1   3   1   3   0   0   3   1   32.5566019163       8.161e+11 
  4   1   1   1   1   3   0   0   1   1   33.2876572685       8.334e+11 
  4   1   1   3   1   3   2   2   3   1   35.3656929848       1.188e+11 
  4   1   1   1   1   3   2   2   1   1    36.122947313       1.312e+11 
  4   2   2   3   1   2   1   1   3   1   8.62927882063        6.63e+12 
  4   2   2   1   1   2   1   1   1   1   8.86113027559        6.31e+12 
  4   2   2   3   1   3   1   1   3   1   33.8773442356       1.994e+12 
  4   2   2   1   1   3   1   1   1   1   33.9516142347       1.937e+12 
  4   3   3   3   1   3   2   2   3   1   34.6437131196        3.97e+12 
  4   3   3   1   1   3   2   2   1   1   35.4324651343       3.845e+12 
  5   0   0   3   1   2   1   1   3   1   7.77701357685       5.186e+11 
  5   0   0   1   1   2   1   1   1   1   7.97117748518       4.037e+11 
  5   0   0   3   1   3   1   1   3   1   23.6867049962       3.282e+11 
  5   0   0   1   1   3   1   1   1   1   23.7793804745       3.147e+11 
  5   0   0   3   1   4   1   1   3   1   76.5547690534       2.366e+11 
  5   0   0   1   1   4   1   1   1   1   76.4533677884       2.257e+11 
  5   1   1   1   1   2   0   0   1   1   7.59484110784       3.067e+12 
  5   1   1   3   1   3   0   0   3   1    22.681152416        4.48e+11 
  5   1   1   1   1   3   0   0   1   1   23.0603513335       4.562e+11 
  5   1   1   3   1   3   2   2   3   1   24.0097625453   48740000000.0 
  5   1   1   1   1   3   2   2   1   1   24.3863523214   56530000000.0 
  5   1   1   3   1   4   0   0   3   1   71.4513982877       1.887e+11 
  5   1   1   1   1   4   0   0   1   1   72.4946793418       1.945e+11 
  5   1   1   3   1   4   2   2   3   1   76.8597328672   63510000000.0 
  5   1   1   1   1   4   2   2   1   1   77.8634273433   67610000000.0 
  5   2   2   3   1   2   1   1   3   1   7.74721274754       3.036e+12 
  5   2   2   1   1   2   1   1   1   1    7.9409584988       2.938e+12 
  5   2   2   3   1   3   1   1   3   1   23.4124081911       9.821e+11 
  5   2   2   1   1   3   1   1   1   1   23.5124592679        9.72e+11 
  5   2   2   3   1   4   1   1   3   1   73.7617526358        4.07e+11 
  5   2   2   1   1   4   1   1   1   1   73.7611583848       3.977e+11 
  5   2   2   3   1   4   3   3   3   1   77.1135713733   16110000000.0 
  5   2   2   1   1   4   3   3   1   1   76.8178952885   14930000000.0 
  5   3   3   3   1   3   2   2   3   1   23.8441092537       1.341e+12 
  5   3   3   1   1   3   2   2   1   1   24.2249957742       1.273e+12 
  5   3   3   3   1   4   2   2   3   1   75.1875796171       7.243e+11 
  5   3   3   1   1   4   2   2   1   1   76.2419768144       7.224e+11 
  5   4   4   3   1   4   3   3   3   1   76.3507746988       1.195e+12 
  5   4   4   1   1   4   3   3   1   1   76.6081962528        1.19e+12 
  6   0   0   3   1   2   1   1   3   1   7.35581736714       2.921e+11 
  6   0   0   1   1   2   1   1   1   1   7.53218807342         2.2e+11 
  6   0   0   3   1   3   1   1   3   1   20.1692051028       1.786e+11 
  6   0   0   1   1   3   1   1   1   1   20.2573467614       1.755e+11 
  6   0   0   3   1   4   1   1   3   1   48.9588802451       1.267e+11 
  6   0   0   1   1   4   1   1   1   1   49.0401983794       1.233e+11 
  6   0   0   3   1   5   1   1   3   1   141.812399123   96600000000.0 
  6   0   0   1   1   5   1   1   1   1   141.480221786   92650000000.0 
  6   1   1   1   1   2   0   0   1   1   7.20057848273       1.805e+12 
  6   1   1   3   1   3   0   0   3   1   19.4859938235       2.616e+11 
  6   1   1   1   1   3   0   0   1   1   19.7730526168       2.692e+11 
  6   1   1   3   1   3   2   2   3   1   20.4586141685   24020000000.0 
  6   1   1   1   1   3   2   2   1   1   20.7400250252   30270000000.0 
  6   1   1   3   1   4   0   0   3   1   47.1143213967       1.173e+11 
  6   1   1   1   1   4   0   0   1   1   47.6110613827        1.21e+11 
  6   1   1   3   1   4   2   2   3   1   49.4067353655   30790000000.0 
  6   1   1   1   1   4   2   2   1   1   49.8693254651   33730000000.0 
  6   1   1   3   1   5   0   0   3   1   132.614877669   60850000000.0 
  6   1   1   1   1   5   0   0   1   1   134.176910952   62840000000.0 
  6   1   1   3   1   5   2   2   3   1   141.924214833   31930000000.0 
  6   1   1   1   1   5   2   2   1   1   143.360033285   33480000000.0 
  6   2   2   3   1   2   1   1   3   1   7.34052649793       1.655e+12 
  6   2   2   1   1   2   1   1   1   1   7.51671568385       1.616e+12 
  6   2   2   3   1   3   1   1   3   1   20.0546595844       5.464e+11 
  6   2   2   1   1   3   1   1   1   1   20.1458208854       5.472e+11 
  6   2   2   3   1   4   1   1   3   1   48.2893702833       2.413e+11 
  6   2   2   1   1   4   1   1   1   1   48.3916671187       2.395e+11 
  6   2   2   3   1   4   3   3   3   1    49.703727067    6676000000.0 
  6   2   2   1   1   4   3   3   1   1   49.6888384949    6418000000.0 
  6   2   2   3   1   5   1   1   3   1   136.337167499       1.208e+11 
  6   2   2   1   1   5   1   1   1   1   136.213691251       1.182e+11 
  6   2   2   3   1   5   3   3   3   1   141.936542994   12280000000.0 
  6   2   2   1   1   5   3   3   1   1   141.477299535   11540000000.0 
  6   3   3   3   1   3   2   2   3   1   20.3901954282       6.383e+11 
  6   3   3   1   1   3   2   2   1   1   20.6727668321       6.036e+11 
  6   3   3   3   1   4   2   2   3   1   49.0095943522       3.673e+11 
  6   3   3   1   1   4   2   2   1   1   49.4822282423       3.624e+11 
  6   3   3   3   1   5   2   2   3   1   138.695742248       2.002e+11 
  6   3   3   1   1   5   2   2   1   1   140.206953506       2.014e+11 
  6   3   3   3   1   5   4   4   3   1   141.233590528    3298000000.0 
  6   3   3   1   1   5   4   4   1   1   140.910954223    3173000000.0 
  6   4   4   3   1   4   3   3   3   1   49.5230317805       3.875e+11 
  6   4   4   1   1   4   3   3   1   1   49.6314642657       3.836e+11 
  6   4   4   3   1   5   3   3   3   1   140.472892471       3.097e+11 
  6   4   4   1   1   5   3   3   1   1   141.013161306       3.095e+11 
  6   5   5   3   1   5   4   4   3   1   140.918820368       4.606e+11 
  6   5   5   1   1   5   4   4   1   1   140.949380015       4.605e+11 
  7   0   0   3   1   2   1   1   3   1   7.12458675119       1.798e+11 
  7   0   0   1   1   2   1   1   1   1   7.29119985854       1.301e+11 
  7   0   0   3   1   3   1   1   3   1   18.5210115737        1.07e+11 
