  2   1   2   1   0   2     7.189483324        1.79e+13 
  3   1   2   1   0   2   6.06612654907        4.78e+12 
  3   2   2   2   1   2    38.823212736       1.848e+12 
  3   0   2   2   1   2   38.8232077257       1.804e+11 
  3   1   2   2   0   2   38.8232105876       6.415e+11 
  4   1   2   1   0   2   5.75158672638       1.949e+12 
  4   2   2   2   1   2   28.7579357384       5.894e+11 
  4   0   2   2   1   2   28.7579345428   73670000000.0 
  4   1   2   2   0   2   28.7579354505       2.763e+11 
  4   3   2   3   2   2   110.923474924        3.94e+11 
  4   1   2   3   2   2   110.923459241    9931000000.0 
  4   2   2   3   1   2   110.923495193       2.011e+11 
  4   0   2   3   1   2   110.923477405   52450000000.0 
  4   1   2   3   0   2   110.923500142   87590000000.0 
  5   1   2   1   0   2   5.61678392255       9.823e+11 
  5   2   2   2   1   2   25.6767281914       2.693e+11 
  5   0   2   2   1   2   25.6767275192   36820000000.0 
  5   1   2   2   0   2   25.6767281172       1.414e+11 
  5   3   2   3   2   2   75.8265908466       1.298e+11 
  5   1   2   3   2   2   75.8265850955    4273000000.0 
  5   2   2   3   1   2   75.8266005418   96920000000.0 
  5   0   2   3   1   2    75.826594679   25850000000.0 
  5   1   2   3   0   2   75.8266042083   46800000000.0 
  5   4   2   4   3   2   239.649449313       1.216e+11 
  5   2   2   4   3   2   239.649431502    1442000000.0 
  5   3   2   4   2   2   239.649469733   73850000000.0 
  5   1   2   4   2   2   239.649412286    5385000000.0 
  5   2   2   4   1   2   239.649504705   42460000000.0 
  5   0   2   4   1   2   239.649446143   18430000000.0 
  5   1   2   4   0   2   239.649495314   21070000000.0 
  6   1   2   1   0   2   5.54617295212       5.638e+11 
  6   0   2   2   1   2   24.2645081005   21000000000.0 
  6   2   2   2   1   2   24.2645080286        1.47e+11 
  6   1   2   2   0   2   24.2645085123   81680000000.0 
  6   1   2   3   2   2   64.7053560832    2236000000.0 
  6   3   2   3   2   2   64.7053559307   61330000000.0 
  6   0   2   3   1   2    64.705363931   14490000000.0 
  6   2   2   3   1   2   64.7053634197   53660000000.0 
  6   1   2   3   0   2   64.7053700008   27290000000.0 
  6   4   2   4   3   2     155.2928422   39230000000.0 
  6   2   2   4   3   2   155.292834224     613000000.0 
  6   1   2   4   2   2   155.292848684    2691000000.0 
  6   3   2   4   2   2   155.292847805   36780000000.0 
  6   0   2   4   1   2   155.292867907   10240000000.0 
  6   2   2   4   1   2   155.292864962   24640000000.0 
  6   1   2   4   0   2   155.292883548   12730000000.0 
  6   4   2   5   3   2   441.172841526   31600000000.0 
  6   2   2   5   3   2   441.172777152    1117000000.0 
  6   5   2   5   4   2    441.17284945   47000000000.0 
  6   3   2   5   4   2   441.172818843     325000000.0 
  6   1   2   5   2   2   441.172886294    2741000000.0 
  6   3   2   5   2   2   441.172879203   20670000000.0 
  6   0   2   5   1   2   441.172995607    7663000000.0 
  6   2   2   5   1   2   441.172971835   12840000000.0 
  6   1   2   5   0   2   441.173084758    6943000000.0 
  7   1   2   1   0   2   5.50444827357       3.533e+11 
  7   2   2   2   1   2   23.4856475149   89470000000.0 
  7   0   2   2   1   2    23.485647391   13110000000.0 
  7   1   2   2   0   2   23.4856477283   51360000000.0 
  7   3   2   3   2   2   59.4480463936   34490000000.0 
  7   1   2   3   2   2   59.4480457894    1325000000.0 
  7   2   2   3   1   2   59.4480535179   32850000000.0 
  7   0   2   3   1   2   59.4480527244    8939000000.0 
  7   1   2   3   0   2   59.4480575372   17220000000.0 
  7   2   2   4   3   2   128.103526001     321200000.0 
  7   4   2   4   3   2   128.103524638   18460000000.0 
  7   3   2   4   2   2   128.103531515   20970000000.0 
  7   1   2   4   2   2    128.10352871    1540000000.0 
  7   2   2   4   1   2   128.103546918   15250000000.0 
  7   0   2   4   1   2   128.103543233    6212000000.0 
  7   1   2   4   0   2   128.103552434    8082000000.0 
  7   2   2   5   3   2   275.222424289     546400000.0 
  7   4   2   5   3   2   275.222417996   15660000000.0 
  7   3   2   5   4   2   275.222423308     132900000.0 
