 2	1	1	2	1	2	0	0	2	1	209.2783597017222	3483333333.333333
 3	1	1	2	1	2	0	0	2	1	10.633634602668327	7356666666666.666
 4	1	1	2	1	2	0	0	2	1	7.987521496878094	3420000000000.0
 5	1	1	2	1	2	0	0	2	1	7.168933550112759	1700000000000.0
 6	1	1	2	1	2	0	0	2	1	6.786993843098311	1020000000000.0
 3	0	0	2	1	 2	1	1	2	1	11.370560027510937	2590000000000.0
 3	2	2	2	1	 2	1	1	2	1	11.124263111461383	21880000000000.0
 4	0	0	2	1	 2	1	1	2	1	8.342669532920862	1050000000000.0
 4	2	2	2	1	 2	1	1	2	1	8.288460123406384	7154000000000.0
 5	2	2	2	1	 2	1	1	2	1	7.415326609632852	3292000000000.0
 6	2	2	2	1	 2	1	1	2	1	7.012461362926123	1792000000000.0
 7	2	2	2	1	 2	1	1	2	1	6.788358761608994	1091200000000.0
 4	1	1	2	1	 3	0	0	2	1	30.79714671953856	1066666666666.6665
 5	1	1	2	1	 3	0	0	2	1	21.383046562741978	519999999999.99994
 4	2	2	2	1	 3	1	1	2	1	31.860552973479468	2436000000000.0
 5	2	2	2	1	 3	1	1	2	1	21.933225718457656	1149200000000.0
 6	2	2	2	1	 3	1	1	2	1	18.74752177312065	634800000000.0
 7	2	2	2	1	 3	1	1	2	1	17.22708844806291	388400000000.0
 5	1	1	2	1	 4	0	0	2	1	67.35491081107712	232999999999.99997
 6	1	1	2	1	 4	0	0	2	1	44.0594559051057	146000000000.0
 5	2	2	2	1	 4	1	1	2	1	69.25749550325544	489400000000.0
 6	2	2	2	1	 4	1	1	2	1	45.07280958897336	278800000000.0
 7	2	2	2	1	 4	1	1	2	1	37.18293758415736	178200000000.0
 7	1	1	2	1	2	0	0	2	1	6.650688936565584	606700000000.0
 8	1	1	2	1	2	0	0	2	1	6.51911879203109	405900000000.0
 9	1	1	2	1	2	0	0	2	1	6.4319205057874616	284600000000.0
10	1	1	2	1	2	0	0	2	1	6.370986542157894	207000000000.0
11	1	1	2	1	2	0	0	2	1	6.326652604484445	155100000000.0
12	1	1	2	1	2	0	0	2	1	6.293351601199357	119000000000.0
13	1	1	2	1	2	0	0	2	1	6.267681944320004	94030000000.0
14	1	1	2	1	2	0	0	2	1	6.247465862404058	74600000000.0
15	1	1	2	1	2	0	0	2	1	6.2312536433322165	58950000000.0
 5	0	0	2	1	 2	1	1	2	1	7.467240511489657	515200000000.0
 6	0	0	2	1	 2	1	1	2	1	7.053352742755504	291600000000.0
 7	0	0	2	1	 2	1	1	2	1	6.825850071623498	180700000000.0
 8	0	0	2	1	 2	1	1	2	1	6.686154349298906	119500000000.0
 8	2	2	2	1	 2	1	1	2	1	6.682836787223121	708200000000.0
 9	0	0	2	1	 2	1	1	2	1	6.593773209659173	82960000000.0
 9	2	2	2	1	 2	1	1	2	1	6.591510685717295	490100000000.0
10	0	0	2	1	 2	1	1	2	1	6.529318637235691	59790000000.0
10	2	2	2	1	 2	1	1	2	1	6.527703271720816	353300000000.0
11	0	0	2	1	 2	1	1	2	1	6.482478394999871	44360000000.0
11	2	2	2	1	 2	1	1	2	1	6.481283208169597	263100000000.0
12	0	0	2	1	 2	1	1	2	1	6.447327027454961	33650000000.0
12	2	2	2	1	 2	1	1	2	1	6.446417060816117	201100000000.0
13	0	0	2	1	 2	1	1	2	1	6.4202510301467	25750000000.0
13	2	2	2	1	 2	1	1	2	1	6.419541761356732	157300000000.0
14	0	0	2	1	 2	1	1	2	1	6.398940023968034	19830000000.0
14	2	2	2	1	 2	1	1	2	1	6.398376193664165	124700000000.0
15	0	0	2	1	 2	1	1	2	1	6.381858260519356	14520000000.0
15	2	2	2	1	 2	1	1	2	1	6.381402488207849	98970000000.0
 6	1	1	2	1	 3	0	0	2	1	18.48198438975411	310600000000.0
 7	1	1	2	1	 3	0	0	2	1	17.011140674093443	196600000000.0
 8	1	1	2	1	 3	0	0	2	1	16.176097348492714	132000000000.0
 9	1	1	2	1	 3	0	0	2	1	15.649647859923965	92750000000.0
10	1	1	2	1	 3	0	0	2	1	15.293745793093066	67590000000.0
11	1	1	2	1	 3	0	0	2	1	15.040735281054753	50740000000.0
12	1	1	2	1	 3	0	0	2	1	14.85387790262226	39010000000.0
13	1	1	2	1	 3	0	0	2	1	14.711667012768132	30840000000.0
14	1	1	2	1	 3	0	0	2	1	14.600769000110892	24590000000.0
15	1	1	2	1	 3	0	0	2	1	14.51252567319043	19700000000.0
 4	0	0	2	1	 3	1	1	2	1	32.73760658233091	737200000000.0
 5	0	0	2	1	 3	1	1	2	1	22.187040749192487	356800000000.0
 6	0	0	2	1	 3	1	1	2	1	18.89301170920364	198500000000.0
 7	0	0	2	1	 3	1	1	2	1	17.344556836326085	121800000000.0
 8	0	0	2	1	 3	1	1	2	1	16.47015538640044	80130000000.0
 8	2	2	2	1	 3	1	1	2	1	16.450039163561062	254900000000.0
 9	0	0	2	1	 3	1	1	2	1	15.920699593999982	55520000000.0
 9	2	2	2	1	 3	1	1	2	1	15.907515850956102	176800000000.0
10	0	0	2	1	 3	1	1	2	1	15.550064777654843	40030000000.0
10	2	2	2	1	 3	1	1	2	1	15.54090571420365	127700000000.0
11	0	0	2	1	 3	1	1	2	1	15.2869988352081	29780000000.0
11	2	2	2	1	 3	1	1	2	1	15.280353921156099	95260000000.0
12	0	0	2	1	 3	1	1	2	1	15.092947011770312	22710000000.0
12	2	2	2	1	 3	1	1	2	1	15.087961244769495	72940000000.0
13	0	0	2	1	 3	1	1	2	1	14.945398679330326	17580000000.0
13	2	2	2	1	 3	1	1	2	1	14.941555787698714	57170000000.0
14	0	0	2	1	 3	1	1	2	1	14.830423271927703	13830000000.0
14	2	2	2	1	 3	1	1	2	1	14.827395040877816	45470000000.0
15	0	0	2	1	 3	1	1	2	1	14.738991146881832	10770000000.0
15	2	2	2	1	 3	1	1	2	1	14.736560350779971	36480000000.0
 4	1	1	2	1	 3	2	2	2	1	32.72153601108244	127300000000.0
 4	3	3	2	1	 3	2	2	2	1	32.52691583198176	4579000000000.0
 5	1	1	2	1	 3	2	2	2	1	22.28540976982671	54570000000.0
 5	3	3	2	1	 3	2	2	2	1	22.239149347030025	1510000000000.0
 6	1	1	2	1	 3	2	2	2	1	18.997912187361536	28510000000.0
 6	3	3	2	1	 3	2	2	2	1	18.978470026626674	713600000000.0
 7	1	1	2	1	 3	2	2	2	1	17.447249483988898	16850000000.0
 7	3	3	2	1	 3	2	2	2	1	17.43693011241358	401400000000.0
