2	0	1	1	0	0	1.86819E+00	2.12000E+08
2	1	0	1	0	0	1.85040E+00	4.57000E+14
2	1	0	2	0	0	3.82760E+02	4.96000E+08
2	1	0	2	0	1	1.94277E+02	3.46000E+08
2	1	1	1	0	0	1.85729E+00	4.42066E+13
2	1	1	2	0	1	3.18342E+02	2.28300E+09
3	0	0	2	1	0	1.05859E+01	2.50000E+12
3	0	0	2	1	1	1.03658E+01	9.06291E+11
3	0	1	2	0	1	1.01072E+01	7.96742E+04
3	0	1	2	1	1	1.04386E+01	8.70000E+11
3	1	0	1	0	0	1.57317E+00	1.24000E+14
3	1	0	2	0	0	1.02202E+01	7.75000E+12
3	1	0	2	1	0	1.05006E+01	5.86717E+09
3	1	0	3	0	0	1.30208E+03	7.40000E+07
3	1	1	1	0	0	1.57456E+00	1.50000E+13
3	1	1	2	0	0	1.02788E+01	1.22977E+12
3	1	1	2	0	1	1.00178E+01	8.08000E+12
3	1	1	2	1	1	1.03433E+01	6.05145E+09
3	1	1	3	0	1	1.13293E+03	5.10000E+07
3	2	0	1	0	0	1.57291E+00	2.98328E+11
3	2	0	2	0	0	1.02090E+01	1.32793E+10
3	2	0	2	1	0	1.04888E+01	2.50000E+13
3	2	1	2	0	1	9.96079E+00	1.42493E+10
3	2	1	2	1	1	1.02825E+01	2.74502E+13
3	2	1	3	1	1	1.74968E+03	3.08940E+06
4	0	0	2	1	0	7.79271E+00	1.00000E+12
4	0	0	2	1	1	7.67276E+00	3.70325E+11
4	0	0	3	1	0	3.02188E+01	7.40000E+11
4	0	0	3	1	1	2.97174E+01	9.55614E+10
4	0	1	2	1	1	7.68934E+00	3.50000E+11
4	0	1	3	1	1	2.99676E+01	2.50000E+11
4	1	0	1	0	0	1.49460E+00	5.05000E+13
4	1	0	2	0	0	7.61825E+00	3.40000E+12
4	1	0	2	1	0	7.77296E+00	2.52818E+09
4	1	0	3	0	0	2.92517E+01	1.04000E+12
4	1	0	3	2	0	3.00201E+01	1.40000E+11
4	1	0	4	0	0	3.06748E+03	1.90000E+07
4	1	1	1	0	0	1.49513E+00	6.00000E+12
4	1	1	2	0	0	7.63197E+00	5.37497E+11
4	1	1	2	0	1	7.48713E+00	3.60000E+12
4	1	1	2	1	1	7.66746E+00	2.60160E+09
4	1	1	3	0	0	2.94550E+01	1.61159E+11
4	1	1	3	0	1	2.88824E+01	1.07000E+12
4	1	1	3	2	1	3.01487E+01	1.59512E+11
4	1	1	4	0	1	2.69461E+03	1.30000E+07
4	2	0	1	0	0	1.49450E+00	1.64636E+11
4	2	0	2	0	0	7.61564E+00	1.39573E+09
4	2	0	2	1	0	7.77024E+00	8.00000E+12
4	2	0	3	1	0	2.98838E+01	2.80000E+12
4	2	1	2	0	1	7.47364E+00	1.65926E+09
4	2	1	2	1	1	7.65332E+00	7.58447E+12
4	2	1	3	1	1	2.94277E+01	2.83091E+12
4	2	1	4	1	1	4.14785E+03	7.54527E+05
4	3	0	3	2	0	2.98970E+01	5.38006E+12
4	3	0	4	2	0	1.08470E+04	2.06189E+04
4	3	1	3	2	1	2.99274E+01	5.38006E+12
4	3	1	4	2	1	2.40622E+05	1.70706E+05
5	0	0	2	1	0	6.94656E+00	5.00000E+11
5	0	0	2	1	1	6.85109E+00	1.84968E+11
5	0	0	3	1	0	2.05242E+01	3.70000E+11
5	0	0	3	1	1	2.02917E+01	4.77305E+10
5	0	0	4	1	0	6.53381E+01	2.60000E+11
5	0	0	4	1	1	6.43464E+01	3.69502E+10
5	0	1	2	1	1	6.85781E+00	1.70000E+11
5	0	1	3	1	1	2.03507E+01	1.20000E+11
5	0	1	4	1	1	6.49440E+01	8.50000E+10
5	1	0	1	0	0	1.46082E+00	2.54000E+13
5	1	0	2	0	0	6.81497E+00	1.70000E+12
5	1	0	2	1	0	6.93851E+00	1.29389E+09
5	1	0	3	0	0	2.01377E+01	5.65000E+11
5	1	0	3	2	0	2.04989E+01	5.97985E+10
5	1	0	4	0	0	6.32992E+01	2.48000E+11
5	1	0	4	2	0	6.48214E+01	7.28661E+10
5	1	0	5	0	0	5.98802E+03	6.10000E+06
5	1	0	5	2	0	1.65255E+05	3.49008E+03
5	1	1	1	0	0	1.46108E+00	3.10000E+12
5	1	1	2	0	0	6.82058E+00	2.82857E+11
5	1	1	2	0	1	6.70467E+00	1.80000E+12
5	1	1	2	1	1	6.84892E+00	1.33022E+09
5	1	1	3	0	0	2.01868E+01	8.48097E+10
5	1	1	3	0	1	1.99162E+01	5.70000E+11
5	1	1	3	2	1	2.05103E+01	6.86261E+10
5	1	1	4	0	0	6.37865E+01	4.13622E+10
5	1	1	4	0	1	6.26633E+01	2.53000E+11
5	1	1	4	2	1	6.51631E+01	8.29870E+10
5	1	1	5	0	1	5.28262E+03	4.20000E+06
5	2	0	1	0	0	1.46083E+00	9.30808E+10
5	2	0	2	0	0	6.81526E+00	2.75822E+08
5	2	0	2	1	0	6.93880E+00	2.92324E+12
5	2	0	3	1	0	2.04566E+01	1.34945E+12
5	2	0	4	1	0	6.46582E+01	6.03438E+11
5	2	0	4	3	0	6.52369E+01	1.96960E+10
5	2	1	2	0	1	6.70264E+00	3.64879E+08
5	2	1	2	1	1	6.84679E+00	3.09378E+12
5	2	1	3	1	1	2.02540E+01	1.36256E+12
5	2	1	4	1	1	6.39691E+01	5.88572E+11
5	2	1	4	3	1	6.49887E+01	1.96960E+10
5	2	1	5	1	1	2.20504E+04	2.52822E+05
