  2   1    2   2    0   2        773.68601 564100000.00000
  3   0    2   2    1   2        103.02538 45960000000.00000
  3   1    2   2    0   2         88.09292 85200000000.00000
  3   1    2   3    0   2       2834.54746  69970000.00000
  3   2    2   2    1   2         98.21411 275100000000.00000
  3   2    2   3    1   2       8149.95925   2068000.00000
  4   0    2   2    1   2         74.60657 17660000000.00000
  4   0    2   3    1   2        298.99746 12360000000.00000
  4   1    2   2    0   2         67.38322 39100000000.00000
  4   1    2   3    0   2        260.30617 10440000000.00000
  4   1    2   3    2   2        297.07618 1806000000.00000
  4   1    2   4    0   2       6928.56648  16120000.00000
  4   2    2   2    1   2         73.53538 90750000000.00000
  4   2    2   3    1   2        282.50503 28400000000.00000
  4   2    2   4    1   2      19638.64886    638600.00000
  4   3    2   3    2   2        292.38142 56560000000.00000
  4   3    2   4    2   2     319488.81789        28.12000
  5   0    2   2    1   2         66.30383 8557000000.00000
  5   0    2   3    1   2        199.08619 5798000000.00000
  5   0    2   4    1   2        651.84374 4159000000.00000
  5   1    2   2    0   2         60.80014 20380000000.00000
  5   1    2   3    0   2        183.53776 5972000000.00000
  5   1    2   3    2   2        201.08667 769900000.00000
  5   1    2   4    0   2        571.04679 2375000000.00000
  5   1    2   4    2   2        642.70657 951900000.00000
  5   1    2   5    0   2      13749.48439   5188000.00000
  5   2    2   2    1   2         65.87331 41950000000.00000
  5   2    2   3    1   2        195.25453 14110000000.00000
  5   2    2   4    1   2        612.48989 5834000000.00000
  5   2    2   4    3   2        633.46066 209400000.00000
  5   2    2   5    1   2      38699.69040    230000.00000
  5   3    2   3    2   2        199.97800 18660000000.00000
  5   3    2   4    2   2        631.51646 10590000000.00000
  5   3    2   5    2   2     578034.68208        18.19000
  5   4    2   4    3   2        632.68315 17430000000.00000
  6   0    2   2    1   2         62.56540 4741000000.00000
  6   0    2   3    1   2        168.80087 3174000000.00000
  6   0    2   4    1   2        410.62703 2204000000.00000
  6   0    2   5    1   2       1207.05888 1681000000.00000
  6   1    2   2    0   2         57.74512 11820000000.00000
  6   1    2   3    0   2        158.26241 3559000000.00000
  6   1    2   3    2   2        171.14115 400800000.00000
  6   1    2   4    0   2        381.48719 1539000000.00000
  6   1    2   4    2   2        412.18926 470800000.00000
  6   1    2   5    0   2       1060.58035 756000000.00000
  6   1    2   5    2   2       1184.39910 476200000.00000
  6   1    2   6    0   2      23986.56752   2061000.00000
  6   2    2   2    1   2         62.34478 22980000000.00000
  6   2    2   3    1   2        167.20451 7899000000.00000
  6   2    2   4    1   2        401.30665 3486000000.00000
  6   2    2   4    3   2        410.20424  89050000.00000
  6   2    2   5    1   2       1129.91797 1735000000.00000
  6   2    2   5    3   2       1166.24876 162000000.00000
  6   2    2   6    1   2      67249.49563     96740.00000
  6   3    2   3    2   2        170.67642 8822000000.00000
  6   3    2   4    2   2        409.50376 5282000000.00000
  6   3    2   5    2   2       1162.49332 2960000000.00000
  6   3    2   5    4   2       1165.12094  46630000.00000
  6   3    2   6    2   2     961538.46154         9.93400
  6   4    2   4    3   2        410.00914 5626000000.00000
  6   4    2   5    3   2       1164.67313 4531000000.00000
  6   5    2   5    4   2       1164.87664 6741000000.00000
  7   0    2   2    1   2         60.52376 2811000000.00000
  7   0    2   3    1   2        154.71973 1909000000.00000
  7   0    2   4    1   2        336.19548 1306000000.00000
  7   0    2   5    1   2        731.19726 966700000.00000
  7   0    2   6    1   2       2010.17147 777600000.00000
  7   1    2   2    0   2         56.05058 7323000000.00000
  7   1    2   3    0   2        146.15246 2249000000.00000
  7   1    2   3    2   2        157.06773 234900000.00000
  7   1    2   4    0   2        317.97817 996700000.00000
  7   1    2   4    2   2        339.02672 267800000.00000
  7   1    2   5    0   2        681.92822 529800000.00000
  7   1    2   5    2   2        731.06897 260200000.00000
  7   1    2   6    0   2       1769.16000 297100000.00000
  7   1    2   6    2   2       1965.87245 250300000.00000
  7   1    2   7    0   2      38343.55828    945800.00000
  7   2    2   2    1   2         60.39433 13900000000.00000
  7   2    2   3    1   2        153.87669 4844000000.00000
  7   2    2   4    1   2        332.24026 2179000000.00000
  7   2    2   4    3   2        338.31559  46680000.00000
  7   2    2   5    1   2        712.74313 1152000000.00000
  7   2    2   5    3   2        727.02950  79280000.00000
  7   2    2   6    1   2       1876.59511 650000000.00000
  7   2    2   6    3   2       1934.34822 104600000.00000
  7   2    2   7    1   2     107181.13612     45920.00000
  7   3    2   3    2   2        156.82142 4960000000.00000
  7   3    2   4    2   2        337.88121 3013000000.00000
  7   3    2   5    2   2        725.76314 1775000000.00000
  7   3    2   5    4   2        726.78644  19050000.00000
  7   3    2   6    2   2       1927.97100 1061000000.00000
  7   3    2   6    4   2       1932.29247  45500000.00000
  7   3    2   7    2   2    1492537.31343         5.44700
  7   4    2   4    3   2        338.22977 2647000000.00000
  7   4    2   5    3   2        726.63329 2247000000.00000
  7   4    2   6    3   2       1931.54601 1542000000.00000
  7   4    2   6    5   2       1932.21780  13750000.00000
  7   5    2   5    4   2        726.72306 2085000000.00000
  7   5    2   6    4   2       1931.84453 2181000000.00000
  7   6    2   6    5   2       1931.99382 3036000000.00000
100	0	0	0	0	0	1.0	1.0
