2	0	1	1	0	0	2.953433E+01	2.55000E+02
2	1	0	1	0	0	2.878700E+01	1.80900E+12
2	1	0	2	0	0	2.897207E+03	2.07900E+07
2	1	0	2	0	1	1.137656E+03	2.39098E+04
2	1	1	1	0	0	2.908262E+01	1.35702E+08
2	1	1	2	0	1	1.901526E+03	2.11898E+08
3	0	0	2	1	0	1.878958E+02	1.12500E+10
3	0	0	2	1	1	1.762050E+02	1.90819E+06
3	0	1	2	0	1	1.650247E+02	1.27000E-01
3	0	1	2	1	1	1.807074E+02	1.29144E+10
3	1	0	1	0	0	2.489798E+01	5.15800E+11
3	1	0	2	0	0	1.732754E+02	2.69700E+10
3	1	0	2	1	0	1.842978E+02	1.10230E+06
3	1	0	3	0	0	9.624639E+03	3.27600E+06
3	1	0	3	2	0	3.816794E+04	6.08000E+04
3	1	1	1	0	0	2.496156E+01	4.32654E+07
3	1	1	2	0	0	1.764023E+02	2.85316E+06
3	1	1	2	0	1	1.612201E+02	2.85100E+10
3	1	1	2	1	1	1.761554E+02	1.20795E+06
3	1	1	3	0	1	6.993007E+03	8.44500E+06
3	2	0	2	1	0	1.851920E+02	8.20500E+10
3	2	1	2	1	1	1.739189E+02	8.74856E+10
3	2	1	3	1	1	1.369863E+04	3.14929E+05
4	0	0	2	1	0	1.372250E+02	4.53400E+09
4	0	0	2	1	1	1.308831E+02	7.79719E+05
4	0	0	3	1	0	5.372589E+02	3.09100E+09
4	0	0	3	1	1	5.092687E+02	2.01204E+05
4	0	1	2	1	1	1.318703E+02	5.05511E+09
4	0	1	3	1	1	5.245489E+02	3.51000E+09
4	1	0	1	0	0	2.377098E+01	2.14500E+11
4	1	0	2	0	0	1.302870E+02	1.20700E+10
4	1	0	2	1	0	1.364219E+02	4.75144E+05
4	1	0	3	0	0	4.979832E+02	3.54000E+09
4	1	0	3	2	0	5.180274E+02	4.11900E+08
4	1	0	4	0	0	2.331002E+04	7.77000E+05
4	1	0	4	2	0	1.020408E+05	1.45000E+04
4	1	1	1	0	0	2.379468E+01	1.89100E+07
4	1	1	2	0	0	1.310022E+02	1.24703E+06
4	1	1	2	0	1	1.224395E+02	1.28500E+10
4	1	1	2	1	1	1.308660E+02	5.15850E+05
4	1	1	3	0	0	5.085953E+02	3.73901E+05
4	1	1	3	0	1	4.744733E+02	3.56500E+09
4	1	1	3	2	1	5.286530E+02	5.84100E+08
4	1	1	4	0	1	1.718213E+04	1.94300E+06
4	2	0	2	1	0	1.366046E+02	2.56700E+10
4	2	0	3	1	0	5.278716E+02	9.13000E+09
4	2	1	2	1	1	1.303202E+02	2.89633E+10
4	2	1	3	1	1	5.008514E+02	8.96600E+09
