          
E(eV/u)       3s            3p            3d            4s           4p          4d              4f          5s            5p            5d             5f          5g       n=3            n=4         n=5         total

9.49162	1.04572E-5	1.91637E-5	7.93074E-5	0.90787	7.86672	8.98663	2.08231	0.07534	0.06781	0.00559	3.03714E-4	6.12694E-4	1.08928E-4	19.84353	0.14966	19.9933
10.54625	1.10048E-5	2.07936E-5	8.49209E-5	0.97543	8.57008	9.96472	1.97775	0.07371	0.06428	0.00529	3.35635E-4	5.80858E-4	1.16719E-4	21.48798	0.1442	21.63229
12.6555	1.05403E-5	2.47764E-5	8.66828E-5	1.12933	10.65146	9.98526	1.8591	0.07073	0.05899	0.00483	4.6506E-4	5.37539E-4	1.21999E-4	23.62515	0.13555	23.76082
15.81937	1.26788E-5	2.54964E-5	8.62711E-5	1.33797	12.46485	9.84554	1.78857	0.06878	0.05269	0.00443	6.67634E-4	4.95608E-4	1.24446E-4	25.43693	0.12706	25.56412
21.0925	1.42001E-5	2.35022E-5	7.7995E-5	1.58421	14.44329	9.80113	1.65631	0.06625	0.04669	0.00442	9.96292E-4	5.24977E-4	1.15697E-4	27.48494	0.11888	27.60394
31.63875	2.00542E-5	4.13715E-5	1.31417E-4	1.86733	17.07283	9.9992	1.80164	0.07193	0.04826	0.00676	0.00133	0.00103	1.92843E-4	30.741	0.12931	30.8705
42.185	2.75115E-5	6.94156E-5	1.98574E-4	2.06276	17.82676	10.1705	1.80215	0.27657	0.60433	0.02569	0.00262	0.00107	2.95501E-4	31.86217	0.91028	32.77275
52.73125	3.96004E-5	1.12361E-4	2.64733E-4	2.1502	17.56027	10.5582	1.80179	0.35838	1.02603	0.10291	0.00465	0.00167	4.16694E-4	32.07046	1.49364	33.56452
63.2775	5.06419E-5	1.41658E-4	3.11926E-4	2.1812	17.82553	10.63675	1.76893	0.44903	1.59428	0.1983	0.00627	0.00213	5.04226E-4	32.41241	2.25001	34.66292
73.82375	6.4105E-5	1.58268E-4	3.32618E-4	2.21327	18.28322	10.70991	1.81988	0.50661	1.72211	0.33573	0.01115	0.00237	5.54991E-4	33.02628	2.57797	35.6048
84.36999	7.47451E-5	1.72079E-4	3.58371E-4	2.31281	18.71692	10.76857	1.94909	0.55858	1.7559	0.42709	0.01177	0.00302	6.05195E-4	33.74739	2.75636	36.50436
94.91624	9.49687E-5	1.76857E-4	3.5127E-4	2.30095	18.95197	10.89437	2.17132	0.61807	1.77037	0.54176	0.0312	0.00499	6.23096E-4	34.31861	2.96639	37.28562
105.4625	1.05001E-4	1.78431E-4	3.60365E-4	2.22822	18.94242	10.89159	2.28727	0.65351	1.75	0.65198	0.04397	0.0071	6.43797E-4	34.3495	3.10656	37.4567
126.555	1.04843E-4	1.92287E-4	3.92495E-4	2.15265	18.76642	10.9387	2.8675	0.63568	1.6	0.92156	0.07022	0.00886	6.89625E-4	34.72527	3.23632	37.96228
158.1937	1.77968E-4	2.59393E-4	3.88976E-4	2.23295	19.04687	10.56923	3.48535	0.51006	1.5	1.07471	0.09442	0.02372	8.26337E-4	35.3344	3.20291	38.58356
210.925	4E-4	5.92004E-4	6.89589E-4	2.00598	20.6746	9.7318	3.63511	0.3286	1.4	1.2543	0.21837	0.10185	0.00168	36.04749	3.30312	39.39313
316.3875	0.00101	0.0015	0.00155	2.45516	22.77363	8.27598	3.50617	0.30025	1.3	1.44499	0.48219	0.14086	0.00406	37.01094	3.66829	40.76472
421.85	0.00134	0.00321	0.00238	2.38355	21.79983	8.66742	3.96136	0.4669	1.27	1.55003	0.52141	0.21297	0.00693	36.81216	4.02131	40.96073
527.3125	0.00155	0.00505	0.00439	2.77452	20.45167	9.62872	4.66176	0.78985	1.23	1.69694	0.51311	0.20897	0.01099	37.51667	4.43887	42.11016
632.775	0.00202	0.00693	0.00523	3.22645	18.88283	9.82112	4.99455	0.88526	1.19	1.66472	0.52487	0.23683	0.01418	36.92495	4.50168	41.60037
791.54153	0.00273	0.00804	0.0077	3.33291	17.28186	11.14778	5.207	0.98611	1.16	1.75157	0.65629	0.34183	0.01847	36.96955	4.8958	42.06647
950.30805	0.00315	0.00956	0.01	4.0621	16.33517	11.49597	5.6835	0.96191	1.12	1.83374	0.8651	0.43443	0.02271	37.57674	5.21518	43.02578
1625.06578	0.01106	0.03379	0.04	5.201	14.33533	11.17403	6.69646	0.8508	1.08	1.69761	1.38569	1.12525	0.08485	37.40682	6.13934	44.0064
2299.82352	0.01897	0.05403	0.1	6.33989	12.3355	10.01058	7.70942	0.73969	1.05	1.46147	1.90627	1.81606	0.173	36.39539	6.9735	44.06921
2974.58125	0.02687	0.07126	0.14	6.5	10.33566	8.5613	8.72238	0.62858	1.01	1.22534	2.42686	2.50688	0.23813	34.11934	7.79766	42.79311
3649.33898	0.03882	0.0887	0.178	6.4	8.66876	8.35269	9.86905	0.54826	0.97	1.15562	2.7909	3.08605	0.30552	33.2905	8.55083	42.8669
3808.10551	0.04202	0.0947	0.185	6.36	8.3403	8.27865	10.12748	0.53375	0.9635	1.15553	2.85512	3.20053	0.32172	33.10643	8.70843	42.87359
3966.87203	0.04523	0.1007	0.194	6.32	8.02525	8.20461	10.37536	0.51984	0.957	1.15545	2.91672	3.31034	0.33993	32.92522	8.85935	42.87796
4125.63856	0.04844	0.1067	0.201	6.28	7.72257	8.21057	10.61351	0.50647	0.9505	1.15538	2.97591	3.41584	0.35614	32.82665	9.0041	42.95644
4284.40508	0.05164	0.1137	0.208	6.24	7.43132	8.2148	10.84267	0.49361	0.944	1.1553	3.03286	3.51736	0.37334	32.72879	9.14313	43.03067
4443.17161	0.05485	0.1197	0.215	6.2	7.15067	8.22627	11.06348	0.48122	0.9375	1.15523	3.08773	3.61518	0.38955	32.64042	9.27686	43.10799
4601.93814	0.05806	0.1257	0.222	6.17	6.87987	8.22106	11.27655	0.46926	0.931	1.15516	3.14068	3.70957	0.40576	32.54748	9.40567	43.1758
4760.70466	0.06127	0.1318	0.23	6.15	6.61826	8.22585	11.48238	0.45771	0.9245	1.1551	3.19184	3.80076	0.42307	32.47649	9.52991	43.26216
4919.47119	0.06447	0.1377	0.236	6.13	6.36524	8.22016	11.68146	0.44653	0.918	1.15503	3.24131	3.88895	0.43817	32.39686	9.64982	43.33347
5078.23771	0.06958	0.1447	0.244	6.1	6.21324	8.24014	11.83519	0.438	0.9115	1.15525	3.29258	4.00735	0.45828	32.38857	9.80468	43.51629
5237.00424	0.07663	0.16	0.25	5.96	6.16017	8.26013	11.94462	0.434	0.905	1.15576	3.34569	4.15556	0.48663	32.32492	9.99601	43.68867
5395.77076	0.08369	0.167	0.257	5.82	6.10869	8.28012	12.05078	0.431	0.8985	1.15625	3.3972	4.29935	0.50769	32.25959	10.1823	43.84731
5554.53729	0.09075	0.173	0.263	5.68	6.0587	8.30011	12.15386	0.427	0.892	1.15672	3.44723	4.43896	0.52675	32.19267	10.36191	43.99596
5713.30381	0.09781	0.18	0.271	5.53	6.01012	8.3201	12.25403	0.423	0.8885	1.15718	3.49584	4.57464	0.54881	32.11425	10.53916	44.13404
5872.07034	0.10486	0.186	0.279	5.38	5.96287	8.34008	12.35146	0.421	0.882	1.15763	3.54312	4.7066	0.56986	32.03441	10.71035	44.26395
6030.83686	0.11192	0.192	0.286	5.24	5.91688	8.36007	12.44629	0.418	0.8755	1.15806	3.58914	4.83504	0.58992	31.96324	10.87574	44.39601
6189.60339	0.11898	0.197	0.296	5.1	5.87209	8.38006	12.53865	0.414	0.869	1.15849	3.63396	4.96014	0.61198	31.8908	11.03559	44.52355
6348.36992	0.12604	0.202	0.304	4.96	5.82843	8.40005	12.62868	0.41	0.8625	1.1589	3.67765	5.08208	0.63204	31.81716	11.19113	44.64384
6507.13644	0.13309	0.208	0.311	4.82	5.78585	8.42004	12.71648	0.408	0.856	1.15931	3.72026	5.201	0.65209	31.74237	11.34457	44.76111
6665.90297	0.14015	0.213	0.319	4.78	5.7443	8.44002	12.80217	0.406	0.8495	1.1597	3.76184	5.31705	0.67215	31.76649	11.49409	44.9736
6824.66949	0.14721	0.219	0.326	4.7	5.70373	8.46001	12.88584	0.403	0.843	1.16009	3.80244	5.43038	0.69221	31.74958	11.63891	45.14054
6983.43602	0.15426	0.224	0.335	4.61178	5.66408	8.48	12.96758	0.4	0.83989	1.16046	3.84211	5.54109	0.71326	31.72344	11.78355	45.2992
7142.20254	0.15965	0.23	0.344	4.48524	5.57542	8.46862	13.06757	0.397	0.82711	1.16228	3.84244	5.67039	0.73365	31.59685	11.89922	45.32788
7300.96907	0.16483	0.235	0.352	4.36829	5.48296	8.45592	13.16767	0.394	0.81848	1.16423	3.83833	5.79927	0.75183	31.47484	12.01431	45.35842
7459.73559	0.17002	0.241	0.362	4.25133	5.39249	8.44322	13.26563	0.39	0.81003	1.16614	3.8343	5.92538	0.77302	31.35267	12.12585	45.38828
7618.50212	0.1752	0.247	0.38	4.13437	5.30392	8.43052	13.36151	0.385	0.80177	1.168	3.83037	6.04883	0.8022	31.23032	12.23397	45.42249
7777.26864	0.18039	0.254	0.39	4.01741	5.21718	8.41782	13.45543	0.38	0.79367	1.16983	3.82651	6.16973	0.82439	31.10784	12.33974	45.44717
7936.03517	0.18558	0.26	0.4	3.90045	5.13219	8.40512	13.54744	0.375	0.78574	1.17162	3.82273	6.28819	0.84558	30.9852	12.44328	45.46832
8094.80169	0.19076	0.265	0.41	3.7835	5.04889	8.39242	13.63763	0.37	0.77796	1.17337	3.81903	6.40431	0.86576	30.86244	12.54467	45.48601
8253.56822	0.19595	0.272	0.42	3.66654	4.9672	8.37971	13.72607	0.365	0.77034	1.17509	3.81539	6.51817	0.88795	30.73952	12.64399	45.50325
8412.33475	0.20114	0.279	0.43	3.54958	4.88707	8.36701	13.81282	0.36	0.76286	1.17678	3.81183	6.62986	0.91014	30.61648	12.74133	45.51811
8571.10127	0.20632	0.284	0.44	3.43262	4.80844	8.35431	13.89795	0.355	0.75552	1.17844	3.80833	6.73946	0.93032	30.49332	12.83675	45.52858
8729.8678	0.21151	0.29	0.45	3.31566	4.73125	8.34161	13.98152	0.35	0.74832	1.18007	3.8049	6.84705	0.95151	30.37004	12.93034	45.53771
8888.63432	0.2167	0.296	0.47	3.19871	4.65546	8.32891	14.06358	0.345	0.74124	1.18166	3.80153	6.9527	0.9827	30.24666	13.02213	45.55448
9047.40085	0.22188	0.304	0.49	3.08175	4.581	8.31621	14.14419	0.34	0.73429	1.18323	3.79822	7.05648	1.01588	30.12315	13.11222	45.57092
9206.16737	0.22707	0.31	0.51	2.96479	4.50784	8.30351	14.2234	0.335	0.72747	1.18477	3.79497	7.15845	1.04707	29.99954	13.20066	45.58305
9364.9339	0.23225	0.315	0.53	2.84783	4.43594	8.29081	14.30125	0.33	0.72075	1.18629	3.79177	7.25868	1.07725	29.87583	13.28749	45.59184
9523.70042	0.23744	0.325	0.55	2.73087	4.36524	8.2781	14.3778	0.323	0.71416	1.18778	3.78863	7.35723	1.11244	29.75201	13.3708	45.60134
9682.46695	0.24263	0.34	0.57	2.61392	4.2957	8.2654	14.45308	0.316	0.70767	1.18924	3.78553	7.45415	1.15263	29.6281	13.45259	45.61351
9841.23347	0.24781	0.36	0.59	2.49696	4.22731	8.2527	14.52713	0.312	0.70128	1.19068	3.78249	7.54949	1.19781	29.5041	13.53594	45.63134
10000	0.253	0.38	0.625	2.38	4.16	8.24	14.6	0.308	0.695	1.1921	3.7795	7.6433	1.258	29.38	13.6179	45.66186
15000	0.309	0.684	0.988	1.08	2.67	7.263	14.911	0.226	0.571	1.4043	3.4911	8.2655	1.981	25.924	13.9579	44.1433
20000	0.318	0.762	1.346	0.603	1.906	5.902	13.809	0.175	0.565	1.5681	3.3546	7.3073	2.426	22.22	12.97	41.009
30000	0.276	0.777	1.686	0.278	1.036	3.509	10.238	0.12	0.494	1.4695	3.0525	5.7166	2.739	15.061	10.8526	33.58848
50000	0.155	0.623	1.615	0.0968	0.529	1.49	4.759	0.0717	0.363	0.8545	1.8799	3.0119	2.393	6.8748	6.181	20.34974
70000	0.0627	0.37	1.324	0.0515	0.2639	0.8804	2.3144	0.05	0.1713	0.611	1.0349	1.37903	1.7567	3.5102	3.24623	11.89144
100000	0.0436	0.1372	0.7772	0.042	0.0897	0.4512	0.8691	0.03	0.0619	0.3166	0.47267	0.4237	0.958	1.452	1.30487	5.399
200000	0.00783	0.03687	0.12467	0.00458	0.03278	0.06585	0.06453	0.00262	0.0243	0.04258	0.04611	0.01714	0.16937	0.16774	0.13275	0.70832
300000	0.00183	0.00977	0.02375	0.00124	0.0065	0.01359	0.01069	8.48346E-4	0.00421	0.00821	0.00877	9.3456E-4	0.03535	0.03202	0.02297	0.13547
400000	7.70753E-4	0.00383	0.00708	5.05214E-4	0.00238	0.0043	0.00199	3.33217E-4	0.00145	0.00255	0.00173	2.02603E-5	0.01168	0.00918	0.00608	0.04162
500000	3.46791E-4	0.00184	0.00262	2.16943E-4	0.00106	0.0017	4.1615E-4	1.28582E-4	6.14407E-4	9.98569E-4	3.94931E-4	6.33409E-7	0.00481	0.00339	0.00214	0.01672
800000	6.92527E-5	3.06992E-4	2.30702E-4	3.29373E-5	1.66798E-4	1.6356E-4	4.50424E-6	2.01283E-5	1.00642E-4	9.76858E-5	4.22273E-6	0	6.06947E-4	3.678E-4	2.22679E-4	0.00219
1000000	3.09667E-5	1.34987E-4	5.9822E-5	1.64686E-5	6.81267E-5	3.82861E-5	4.22273E-7	1.01345E-5	3.68785E-5	2.18174E-5	7.03788E-7	0	2.25776E-4	1.23304E-4	6.95342E-5	8.2667E-4                                                
